관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자,제공기관코드,제공기관명
11470-00012,모세미,어린이공원,,서울특별시 양천구 목4동 772-1,37.535262,126.868644,988.9,,,,,,1982-04-03,서울특별시 양천구청 공원녹지과,02-2620-4565,2024-10-14,3140000,서울특별시 양천구
11470-00011,정목,어린이공원,,서울특별시 양천구 목4동 767-1,37.536923,126.868305,987.3,,,,,,1982-04-03,서울특별시 양천구청 공원녹지과,02-2620-4565,2024-10-14,3140000,서울특별시 양천구
11740-00073,능골공원,근린공원,,서울특별시 강동구 강일동 산19,37.556768,127.174727,31464.2,농구장+체력단련기구,,,,,2005-12-29,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11740-00074,구름공원,어린이공원,,서울특별시 강동구 강일동 378,37.566745,127.179213,1540,,조합놀이대+그네+흔들놀이,,,,2005-12-29,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11470-00063,꽃사슴,어린이공원,,서울특별시 양천구 신정3동 1195,37.521702,126.848443,1009.1,,,,,,1982-04-03,서울특별시 양천구청 공원녹지과,02-2620-3581,2024-10-14,3140000,서울특별시 양천구
11470-00062,신세계,어린이공원,,서울특별시 양천구 신정2동 119-3,37.521691,126.875895,1674,,,,,,2009-07-16,서울특별시 양천구청 공원녹지과,02-2620-3581,2024-10-14,3140000,서울특별시 양천구
11470-00061,신정,어린이공원,,서울특별시 양천구 신정2동 128-198,37.520437,126.874778,487,,,,,,1982-04-03,서울특별시 양천구청 공원녹지과,02-2620-3581,2024-10-14,3140000,서울특별시 양천구
11470-00060,단지,어린이공원,,서울특별시 양천구 신정1동 1033-18,37.519694,126.854131,3997.9,,,,,,2016-05-26,서울특별시 양천구청 공원녹지과,02-2620-3581,2024-10-14,3140000,서울특별시 양천구
11470-00059,꽃사과,어린이공원,,서울특별시 양천구 신정1동 313-2,37.520069,126.864623,1738.6,,,,,,1987-11-01,서울특별시 양천구청 공원녹지과,02-2620-3581,2024-10-14,3140000,서울특별시 양천구
11470-00058,개나리,어린이공원,,서울특별시 양천구 신정1동 312-2,37.517709,126.862844,3500,,,,,,1987-11-01,서울특별시 양천구청 공원녹지과,02-2620-3581,2024-10-14,3140000,서울특별시 양천구
11470-00057,꿈나무,어린이공원,,서울특별시 양천구 신정1동 311-1,37.517641,126.858518,3148.2,,,,,,1987-11-01,서울특별시 양천구청 공원녹지과,02-2620-3581,2024-10-14,3140000,서울특별시 양천구
11470-00056,신트리,근린공원,,서울특별시 양천구 신정1동 310-7,37.514686,126.856359,16409.3,,,,,,1983-11-01,서울특별시 양천구청 공원녹지과,02-2620-3574,2024-10-14,3140000,서울특별시 양천구
11470-00055,양명,어린이공원,,서울특별시 양천구 신정1동 1050-3,37.519271,126.854392,667.4,,,,,,1982-04-03,서울특별시 양천구청 공원녹지과,02-2620-3581,2024-10-14,3140000,서울특별시 양천구
11470-00054,해태,어린이공원,,서울특별시 양천구 신정1동 1017-5,37.521748,126.862147,1046.8,,,,,,1982-04-03,서울특별시 양천구청 공원녹지과,02-2620-3581,2024-10-14,3140000,서울특별시 양천구
11470-00053,온수도시자연공원,도시농업공원,,서울특별시 양천구 신월동 산85-4 일대,37.505895,126.840021,1003471,,,,,,1986-11-03,서울특별시 양천구청 공원녹지과,02-2620-4563,2024-10-14,3140000,서울특별시 양천구
11470-00052,양지,근린공원,,서울특별시 양천구 신월7동 936,37.522204,126.830867,9013.4,,,,,,1993-12-29,서울특별시 양천구청 공원녹지과,02-2620-4569,2024-10-14,3140000,서울특별시 양천구
11470-00051,곰달래,근린공원,,서울특별시 양천구 신월7동 904-1,37.524918,126.833053,12234,,,,,,1993-12-29,서울특별시 양천구청 공원녹지과,02-2620-4569,2024-10-14,3140000,서울특별시 양천구
11470-00050,신월,근린공원,,서울특별시 양천구 신월7동 987-2,37.517521,126.833892,33058,,,,,,1987-12-08,서울특별시 양천구청 공원녹지과,02-2620-3576,2024-10-14,3140000,서울특별시 양천구
11470-00049,독서,근린공원,,서울특별시 양천구 신월7동 987,37.519783,126.834992,19380.8,,,,,,1983-02-10,서울특별시 양천구청 공원녹지과,02-2620-3576,2024-10-14,3140000,서울특별시 양천구
11470-00048,금실,어린이공원,,서울특별시 양천구 신월7동 985,37.518409,126.837199,3378.8,,,,,,1982-04-03,서울특별시 양천구청 공원녹지과,02-2620-4565,2024-10-14,3140000,서울특별시 양천구
11470-00047,오솔길,근린공원,,서울특별시 양천구 신월7동 977,37.521068,126.836526,18047.2,,,,,,1982-12-29,서울특별시 양천구청 공원녹지과,02-2620-4569,2024-10-14,3140000,서울특별시 양천구
11470-00046,한울,근린공원,,서울특별시 양천구 신월7동 956,37.519698,126.832681,15465.4,,,,,,1982-12-29,서울특별시 양천구청 공원녹지과,02-2620-3576,2024-10-14,3140000,서울특별시 양천구
11470-00045,아동,어린이공원,,서울특별시 양천구 신월7동 922-1,37.523024,126.833504,1500.2,,,,,,1982-04-03,서울특별시 양천구청 공원녹지과,02-2620-4565,2024-10-14,3140000,서울특별시 양천구
11470-00044,강신,어린이공원,,서울특별시 양천구 신월6동 1012-2,37.515669,126.838421,1500,,,,,,1982-04-03,서울특별시 양천구청 공원녹지과,02-2620-4565,2024-10-14,3140000,서울특별시 양천구
11470-00043,강월,어린이공원,,서울특별시 양천구 신월6동 1004,37.515639,126.836422,2755.6,,,,,,1982-04-03,서울특별시 양천구청 공원녹지과,02-2620-4565,2024-10-14,3140000,서울특별시 양천구
11470-00042,신오,어린이공원,,서울특별시 양천구 신월5동 73-2,37.538178,126.831469,932.4,,,,,,1982-04-03,서울특별시 양천구청 공원녹지과,02-2620-4565,2024-10-14,3140000,서울특별시 양천구
11470-00041,송죽,어린이공원,,서울특별시 양천구 신월5동 65,37.539399,126.833858,444.9,,,,,,1982-04-03,서울특별시 양천구청 공원녹지과,02-2620-4565,2024-10-14,3140000,서울특별시 양천구
11470-00040,방아다리,어린이공원,,서울특별시 양천구 신월5동 56-1,37.538641,126.828308,927.3,,,,,,1982-04-03,서울특별시 양천구청 공원녹지과,02-2620-4565,2024-10-14,3140000,서울특별시 양천구
11470-00039,당뒤,어린이공원,,서울특별시 양천구 신월5동 13-1,37.541496,126.828616,1068.8,,,,,,1982-04-03,서울특별시 양천구청 공원녹지과,02-2620-4565,2024-10-14,3140000,서울특별시 양천구
11470-00038,당곡,어린이공원,,서울특별시 양천구 신월4동 542,37.518649,126.840006,1055.3,,,,,,1982-04-03,서울특별시 양천구청 공원녹지과,02-2620-4565,2024-10-14,3140000,서울특별시 양천구
11470-00037,꿀벌,어린이공원,,서울특별시 양천구 신월4동 531,37.519986,126.842014,1005.2,,,,,,1982-04-03,서울특별시 양천구청 공원녹지과,02-2620-4565,2024-10-14,3140000,서울특별시 양천구
11470-00036,문화,어린이공원,,서울특별시 양천구 신월4동 515,37.521202,126.842733,992.1,,,,,,1982-04-03,서울특별시 양천구청 공원녹지과,02-2620-4565,2024-10-14,3140000,서울특별시 양천구
11470-00035,남도,어린이공원,,서울특별시 양천구 신월4동 426-4,37.524405,126.840798,1009.9,,,,,,1982-04-03,서울특별시 양천구청 공원녹지과,02-2620-4565,2024-10-14,3140000,서울특별시 양천구
11470-00070,하늘마루,어린이공원,,서울특별시 양천구 신정3동 1316-2,37.512571,126.831703,1500,,,,,,2005-12-29,서울특별시 양천구청 공원녹지과,02-2620-3581,2024-10-14,3140000,서울특별시 양천구
11470-00069,넘은들,근린공원,,서울특별시 양천구 신정3동 1286,37.512951,126.840441,16159.6,,,,,,2002-06-25,서울특별시 양천구청 공원녹지과,02-2620-4569,2024-10-14,3140000,서울특별시 양천구
11470-00068,신이,어린이공원,,서울특별시 양천구 신정3동 1284-1,37.512521,126.837529,1510.3,,,,,,2002-06-25,서울특별시 양천구청 공원녹지과,02-2620-3581,2024-10-14,3140000,서울특별시 양천구
11470-00067,푸른,어린이공원,,서울특별시 양천구 신정3동 1283-1,37.511603,126.837445,2574.9,,,,,,2002-06-25,서울특별시 양천구청 공원녹지과,02-2620-3581,2024-10-14,3140000,서울특별시 양천구
11470-00066,계남,근린공원,,"서울특별시 양천구 신정3동 521, 621일대",37.513745,126.844816,440173,,,,,,2000-04-28,서울특별시 양천구청 공원녹지과,02-2620-3576,2024-10-14,3140000,서울특별시 양천구
11470-00065,신기,어린이공원,,서울특별시 양천구 신정3동 1260,37.514092,126.854244,1534,,,,,,2000-04-28,서울특별시 양천구청 공원녹지과,02-2620-3581,2024-10-14,3140000,서울특별시 양천구
11470-00064,학마을,어린이공원,,서울특별시 양천구 신정3동 1293-4,37.508919,126.843669,1500,,,,,,1997-03-26,서울특별시 양천구청 공원녹지과,02-2620-3581,2024-10-14,3140000,서울특별시 양천구
11740-00014,성심공원,어린이공원,서울특별시 강동구 천중로40길66(길동),서울특별시 강동구 길동 386-1,37.53831458,127.137376,992.3,체력단련기구,조합놀이대+그네,,,,1972-11-06,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11740-00013,희망공원,어린이공원,,서울특별시 강동구 길동 365-6,37.53897711,127.142255,992.4,체력단련기구,조합놀이대+그네+모래놀이터,음수대,,,1972-11-06,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11740-00012,무궁화공원,어린이공원,서울특별시 강동구 양재대로124길62(길동),서울특별시 강동구 길동 340-17,37.5423345,127.1454038,996.3,체력단련기구,조합놀이대+모래놀이터,음수대,,,1972-11-06,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11740-00011,달님공원,어린이공원,서울특별시 강동구 양재대로112길52(길동),서울특별시 강동구 길동 405-21,37.53621038,127.142551,998.6,체력단련기구,조합놀이대+흔들놀이+모래놀이터,음수대,,,1972-11-06,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11740-00010,샛별공원,어린이공원,,서울특별시 강동구 성내1동 566,37.526993,127.127036,2391.6,체력단련기구,조합놀이대+그네+흔들놀이,음수대,,,1972-11-06,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11740-00009,안말공원,어린이공원,서울특별시 강동구 풍성로45길11(성내동),서울특별시 강동구 성내3동 512,37.531236,127.129903,2290.3,체력단련기구,조합놀이대+그네+흔들놀이,,,,1972-11-06,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11740-00008,보람공원,어린이공원,서울특별시 강동구 양재대로85길59(성내동),서울특별시 강동구 성내3동 444-6,37.52471702,127.131302,989.9,체력단련기구,조합놀이대+그네+흔들놀이,,,,1972-11-06,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11740-00007,선린공원,어린이공원,서울특별시 강동구 양재대로91길59(성내동),서울특별시 강동구 성내3동 424,37.52851478,127.132711,1575.2,체력단련기구,조합놀이대+그네+모래놀이터,,,,1972-11-06,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11740-00006,성안공원,어린이공원,서울특별시 강동구 양재대로97길41(성내동),서울특별시 강동구 성내3동 405-18,37.531369,127.134773,1057.1,체력단련기구,조합놀이대+그네+흔들놀이+모래놀이터,음수대,,,1972-11-06,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11740-00005,혜림공원,어린이공원,서울특별시 강동구 천중로39길77(천호동),서울특별시 강동구 천호1동 47-23,37.54460149,127.139905,992,체력단련기구,조합놀이대+그네+모래놀이터,음수대,,,1972-11-06,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11740-00004,명우공원,어린이공원,,서울특별시 강동구 명일1동 312-206,37.551537,127.141455,403,체력단련기구,조합놀이대+그네,,,,1971-12-04,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11740-00003,명일공원,근린공원,서울특별시 강동구 구천면로587(상일동),서울특별시 강동구 상일동 135,37.5512577,127.1634092,649709.6,테니스장+배드민턴장+골프연습장+체력단련기구,조합놀이대,간이화장실+음수대+먹는물공동시설,문화회관,,1971-08-06,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11740-00002,일자산공원,근린공원,서울특별시 강동구 동남로 660(둔촌동),서울특별시 강동구 둔촌동 산140,37.5330568,127.1513563,632733,농구장+배드민턴장+체력단련기구,숲속놀이터,주차장+화장실+음수대+먹는물공동시설+시계탑,,관리사무소+캠핑장,1971-08-06,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11740-00001,고명공원,어린이공원,,서울특별시 강동구 명일1동 312-30,37.552473,127.143352,545,체력단련기구,조합놀이대+그네,,,,1970-07-03,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11740-00026,광진공원,어린이공원,서울특별시 강동구 구천면로13길21(천호동),서울특별시 강동구 천호2동 338-19,37.542946,127.122505,1672.7,체력단련기구,조합놀이대+흔들놀이,,,,1976-04-22,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11740-00025,동산공원,어린이공원,,서울특별시 강동구 천호2동 305-11,37.547119,127.129682,1646,체력단련기구,조합놀이대+그네+흔들놀이+모래놀이터,음수대,,,1976-04-22,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11740-00024,고분다리공원,어린이공원,서울특별시 강동구 구천면로39길23(천호동),서울특별시 강동구 천호2동 300,37.54540502,127.131821,1621.8,체력단련기구,조합놀이대+그네+흔들놀이,음수대,,,1976-04-22,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11740-00023,천사공원,어린이공원,서울특별시 강동구 천중로12길23-23(천호동),서울특별시 강동구 천호2동 363-5,37.54380935,127.1284086,1617.2,체력단련기구,조합놀이대+그네+시소+모래놀이터,음수대,,,1976-04-22,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11740-00022,선사공원,어린이공원,서울특별시 강동구 올림픽로 836(암사동),서울특별시 강동구 암사3동 440,37.55576061,127.1299975,1610.3,체력단련기구,조합놀이대+흔들놀이,,,,1976-04-22,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11740-00021,구암공원,어린이공원,,서울특별시 강동구 암사3동 449-8,37.556567,127.137608,1647.8,체력단련기구,조합놀이대+그네+흔들놀이+모래놀이터,음수대,,,1976-04-22,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11740-00020,볕우물공원,어린이공원,서울특별시 강동구 고덕로24길23(암사동),서울특별시 강동구 암사1동 453-8,37.553613,127.135704,1552.8,체력단련기구,조합놀이대+그네+흔들놀이,음수대,,,1976-04-22,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11740-00019,광나루공원,어린이공원,서울특별시 강동구 상암로12-19(암사동),서울특별시 강동구 암사2동 515,37.5500717,127.1255454,1637.7,체력단련기구,조합놀이대+그네,화장실,,,1976-04-22,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11740-00018,새장터공원,어린이공원,서울특별시 강동구 암사1가길16(암사동),서울특별시 강동구 암사1동 468-2,37.55212624,127.130563,1592,체력단련기구,조합놀이대+그네,화장실+음수대,,,1976-04-22,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11740-00017,성내천공원,어린이공원,,서울특별시 강동구 성내1동 463-4,37.526764,127.123929,1413.6,체력단련기구,조합놀이대+그네+흔들놀이+모래놀이터,음수대,,,1974-12-06,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11740-00016,염주골공원,어린이공원,서울특별시 강동구 양재대로138길29(명일동),서울특별시 강동구 명일1동 326-10,37.549932,127.1456059,991.3,체력단련기구,조합놀이대+그네+흔들놀이,음수대,,,1972-11-06,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11740-00015,샘물공원,어린이공원,서울특별시 강동구 양재대로1630(명일동),서울특별시 강동구 명일1동 315-1,37.5510159,127.1447414,992.1,체력단련기구,모래놀이터+흔들놀이,음수대,,,1972-11-06,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11305-00030,오현,어린이공원,,서울특별시 강북구 번3동 244,37.6245294,127.0466034,3661,,조합놀이대+그네+시소,화장실,,,1988-12-30,서울특별시 강북구청,02-901-6953,2025-08-29,3080000,서울특별시 강북구
11305-00029,벌말,어린이공원,,서울특별시 강북구 번2동 235,37.6296813,127.0396722,4641.3,,조합놀이대+그네+시소,화장실,,,1988-12-30,서울특별시 강북구청,02-901-6953,2025-08-29,3080000,서울특별시 강북구
11305-00028,벌리,어린이공원,,서울특별시 강북구 번3동 240,37.6275219,127.0445034,4083.5,,조합놀이대+그네+시소,화장실,,,1988-12-30,서울특별시 강북구청,02-901-6953,2025-08-29,3080000,서울특별시 강북구
11305-00027,오얏골,어린이공원,,서울특별시 강북구 번2동 228,37.6341439,127.0344484,5070.7,,조합놀이대+시소+그네+흔들놀이,화장실,,,1988-12-30,서울특별시 강북구청,02-901-6953,2025-08-29,3080000,서울특별시 강북구
11305-00026,오동근린공원,근린공원,,서울특별시 강북구 번동 산20-1,37.6292331,127.0330524,1025284.1,실내배드민턴장+구민운동장+다목적체육관+골프연습장,조합놀이대+그네+흔들놀이,화장실+약수터+주차장,도서관,유아숲체험장,1982-09-20,서울특별시 강북구청,02-901-6954,2025-08-29,3080000,서울특별시 강북구
11305-00025,샛강,어린이공원,,서울특별시 강북구 번1동 472-44,37.6395202,127.0329966,858.2,,조합놀이대+흔들놀이,화장실,,,1971-08-06,서울특별시 강북구청,02-901-6953,2025-08-29,3080000,서울특별시 강북구
11305-00024,논골,어린이공원,,서울특별시 강북구 번1동 417-27,37.6386856,127.0279086,991.7,,조합놀이대+시소,,,,1965-11-08,서울특별시 강북구청,02-901-6953,2025-08-29,3080000,서울특별시 강북구
11305-00023,번남,어린이공원,,서울특별시 강북구 번1동 447-1,37.6357586,127.0247969,1014.9,,조합놀이대+시소+흔들놀이,화장실,,,1965-11-08,서울특별시 강북구청,02-901-6953,2025-08-29,3080000,서울특별시 강북구
11305-00022,미,소공원,,서울특별시 강북구 송중동 71-1,37.6137937,127.0305656,424.4,,,,,,,서울특별시 강북구청,02-901-6952,2025-08-29,3080000,서울특별시 강북구
11305-00021,미아,어린이공원,,서울특별시 강북구 송중동 8-73,37.6152567,127.0375807,992,,조합놀이대+그네,,,,,서울특별시 강북구청,02-901-6952,2025-08-29,3080000,서울특별시 강북구
11305-00020,고갯마루,어린이공원,,서울특별시 강북구 삼각산동 811-13,37.6164203,127.0169389,2185.8,,조합놀이대+시소,,,,2006-10-09,서울특별시 강북구청,02-901-6952,2025-08-29,3080000,서울특별시 강북구
11305-00019,테두리,어린이공원,,서울특별시 강북구 삼각산동 811-8,37.6186251,127.0176915,1913,,조합놀이대+그네+시소,,,,2006-10-09,서울특별시 강북구청,02-901-6952,2025-08-29,3080000,서울특별시 강북구
11305-00018,꼭지,소공원,,서울특별시 강북구 삼각산동 811-7,37.6188024,127.017338,746,,,,,,2006-10-09,서울특별시 강북구청,02-901-6952,2025-08-29,3080000,서울특별시 강북구
11305-00017,폭포,소공원,,서울특별시 강북구 삼각산동 813-6,37.612576,127.021656,1238,,,,,,2005-11-10,서울특별시 강북구청,02-901-6952,2025-08-29,3080000,서울특별시 강북구
11305-00016,늘푸른,소공원,,서울특별시 강북구 삼양동 797-9,37.6254089,127.0197435,646,,조합놀이대+흔들놀이,,,,2003-06-25,서울특별시 강북구청,02-901-6952,2025-08-29,3080000,서울특별시 강북구
11305-00015,미래,소공원,,서울특별시 강북구 삼양동 791-1712,37.6246182,127.0145881,564,,조합놀이대,,,,2001-05-25,서울특별시 강북구청,02-901-6952,2025-08-29,3080000,서울특별시 강북구
11305-00014,소망,소공원,,서울특별시 강북구 삼양동 791-1467,37.6258055,127.0154221,320,,조합놀이대,,,,2001-05-15,서울특별시 강북구청,02-901-6952,2025-08-29,3080000,서울특별시 강북구
11305-00013,송월,어린이공원,,서울특별시 강북구 송중동 92-7,37.6163653,127.0321067,807,,조합놀이대+시소+그네,,,,2002-05-27,서울특별시 강북구청,02-901-6952,2025-08-29,3080000,서울특별시 강북구
11305-00012,하늘,어린이공원,,서울특별시 강북구 삼양동 791-1776,37.6247032,127.012899,3367,,조합놀이대+그네+흔들놀이+시소,,,,2000-02-16,서울특별시 강북구청,02-901-6952,2025-08-29,3080000,서울특별시 강북구
11305-00011,응달마을,어린이공원,,서울특별시 강북구 송천동 707-73,37.618455,127.024343,866,,조합놀이대+그네+시소,화장실,,,1977-02-04,서울특별시 강북구청,02-901-6952,2025-08-29,3080000,서울특별시 강북구
11305-00010,청암,어린이공원,,서울특별시 강북구 삼양동 776-17,37.6241079,127.0171437,661,,조합놀이대+그네+흔들놀이,,,,1972-04-25,서울특별시 강북구청,02-901-6952,2025-08-29,3080000,서울특별시 강북구
11305-00009,북한산도시자연공원,기타,,서울특별시 강북구 미아동 산108-19,37.6210716,127.0083592,84448.4,배드민턴장+게이트볼장+족구장,그네+회전놀이+조합놀이대,화장실,,유아숲체험원,2020-06-29,서울특별시 강북구청,02-901-6954,2025-08-29,3080000,서울특별시 강북구
11305-00008,세일,어린이공원,,서울특별시 강북구 미아동 159-71,37.6338794,127.0252746,839.7,,조합놀이대+그네+시소,,,,1964-10-16,서울특별시 강북구청,02-901-6952,2025-08-29,3080000,서울특별시 강북구
11305-00007,으뜸,어린이공원,,서울특별시 강북구 미아동 309-43,37.6236134,127.0262421,681,,조합놀이대+시소+흔들놀이,,,,1964-10-16,서울특별시 강북구청,02-901-6952,2025-08-29,3080000,서울특별시 강북구
11305-00006,솔샘,어린이공원,,서울특별시 강북구 송천동 329-15,37.6184142,127.0270508,1264.1,,조합놀이대+그네+흔들놀이,화장실,,,1964-10-16,서울특별시 강북구청,02-901-6952,2025-08-29,3080000,서울특별시 강북구
11305-00005,운산,어린이공원,,서울특별시 강북구 미아동 165-3,37.6321329,127.025456,995.1,,조합놀이대+그네+흔들놀이,화장실,,,1964-10-16,서울특별시 강북구청,02-901-6953,2025-08-29,3080000,서울특별시 강북구
11305-00004,한빛,어린이공원,,서울특별시 강북구 미아동 222-20,37.6275981,127.0229662,1192.1,,조합놀이대+그네,화장실,,,1964-10-16,서울특별시 강북구청,02-901-6953,2025-08-29,3080000,서울특별시 강북구
11305-00003,오패,어린이공원,,서울특별시 강북구 미아동 258-236,37.6223139,127.0323129,1084,,조합놀이대+시소+그네,,,,1968-04-25,서울특별시 강북구청,02-901-6952,2025-08-29,3080000,서울특별시 강북구
11305-00002,미아도심소,어린이공원,,서울특별시 강북구 미아동 258-148,37.62544556,127.0313106,1127,,조합놀이대,,,,1968-04-25,서울특별시 강북구청,02-901-6952,2025-08-29,3080000,서울특별시 강북구
11305-00001,벽오산,어린이공원,,서울특별시 강북구 미아동 258-56,37.6275862,127.0302734,1250,,조합놀이대+시소,,,,1968-04-25,서울특별시 강북구청,02-901-6953,2025-08-29,3080000,서울특별시 강북구
11380-00101,물빛공원,기타공원,,서울특별시 은평구 갈현동 397,37.618962,126.9211621,2051,,,,,,,서울특별시 은평구청 공원녹지과,02-351-8014,2025-07-29,3110000,서울특별시 은평구
11380-00100,평화공원,기타공원,,서울특별시 은평구 녹번동 153-1,37.60514883,126.9230105,5700.1,"공중걷기, 마라톤달리기 등",,"분수1, 조각상2, 동상1, 기념비1, 관리초소2, 음수대1, 지하주차장1",,,,서울특별시 은평구청 공원녹지과,02-351-8014,2025-07-29,3110000,서울특별시 은평구
11380-00099,오손길마을마당,기타공원,,서울특별시 은평구 응암동 365-30,37.59187252,126.9182665,139,"하늘걷기1,옆회전운동1,원그리기운동1",,,,,,서울특별시 은평구시설관리공단,02-350-5248,2025-07-29,3110000,서울특별시 은평구
11380-00098,신사동2동 공공공지,기타공원,,서울특별시 은평구 신사동2동 163-51,37.593894,126.908112,1848,"허리돌리기1, 오금펴기1,상체근육풀기1,하체근육풀기1,양팔로프당기기1,등,허리지압기1,",,,,,,서울특별시 은평구시설관리공단,02-350-5248,2025-07-29,3110000,서울특별시 은평구
11380-00097,팜스퀘어 소공원,기타공원,,서울특별시 은평구 대조동 240-3,37.60909022,126.9293777,268.8,"온몸지압기1,온몸허리돌리기1,파도타기1, 하체근육풀기1",,,,,,서울특별시 은평구시설관리공단,02-350-5248,2025-07-29,3110000,서울특별시 은평구
11380-00096,구산초교앞마을마당,기타공원,,서울특별시 은평구 구산동 153-2,37.61180436,126.9100287,135,,,담쟁이담장,,,,서울특별시 은평구시설관리공단,02-350-5248,2025-07-29,3110000,서울특별시 은평구
11380-00095,구산동마을공원확대,기타공원,,서울특별시 은평구 구산동 345-6,37.61489305,126.90778,157,,,,,,,서울특별시 은평구시설관리공단,02-350-5248,2025-07-29,3110000,서울특별시 은평구
11380-00094,구산동청사앞소공원,기타공원,,서울특별시 은평구 구산동 27-7,37.61147972,126.9102565,335.9,"온몸허리돌리기1,온몸근육풀기1,온몸허리돌리기1,온몸근육풀기1, 하늘걷기1",,,,,,서울특별시 은평구시설관리공단,02-350-5248,2025-07-29,3110000,서울특별시 은평구
11380-00093,연신초교옆마을마당,기타공원,,서울특별시 은평구 불광동3동 69,37.610501,126.918888,711,"온몸지압기1,온몸허리돌리기1,온몸근육풀기1,하늘걷기1,온몸역기올리기1",유아용조합놀이대1 그네1,음수대1,,,,서울특별시 은평구시설관리공단,02-350-5248,2025-07-29,3110000,서울특별시 은평구
11380-00092,녹번동마을마당,기타공원,,서울특별시 은평구 녹번동 104-7,37.60609317,126.9276124,754,"온몸허리돌리기1,옆파도타기1,하늘걷기1,온몸근육풀기1","조합놀이대1,흔들놀이2",,,,,서울특별시 은평구시설관리공단,02-350-5248,2025-07-29,3110000,서울특별시 은평구
11380-00091,구현초교 앞마을마당,기타공원,,서울특별시 은평구 구산동 산41-19,37.60939358,126.9065788,541,"온몸지압기1,온몸근육풀기1,온몸역기올리기1",,,,,,서울특별시 은평구시설관리공단,02-350-5248,2025-07-29,3110000,서울특별시 은평구
11380-00090,응암동3동마을마당,기타공원,,서울특별시 은평구 응암동3동 337-52,37.605954,126.927616,518,"온몸허리돌리기1,다리뻗히기1,온몸근육풀기1,하늘걷기1",,,,,,서울특별시 은평구시설관리공단,02-350-5248,2025-07-29,3110000,서울특별시 은평구
11380-00089,도원극장옆마을마당,기타공원,,서울특별시 은평구 녹번동 74-5,37.60153016,126.9299051,48.8,,,,,,,서울특별시 은평구시설관리공단,02-350-5248,2025-07-29,3110000,서울특별시 은평구
11380-00088,구산동마을공원,기타공원,,서울특별시 은평구 구산동 340-1,37.61452363,126.9084083,2811,"파도타기1,온몸역기올리기1,온몸허리돌리기1,온몸근육풀기1,옆파도타기1,온몸지압기1,다리뻗히기1,마라톤운동1,온몸허리돌리기1","조합놀이대1, 모래놀이터1,파이프놀이대4","바닥분수1, 음수대1,화장실1, 공중전화1",,,,서울특별시 은평구시설관리공단,02-350-5248,2025-07-29,3110000,서울특별시 은평구
11380-00087,연천초교앞마을마당,기타공원,,서울특별시 은평구 불광동2 137-5,37.605192,126.923387,347,"트윈트위스트1,스트레칭로라1","모래놀이집1,모래놀이터1",,,,,서울특별시 은평구시설관리공단,02-350-5248,2025-07-29,3110000,서울특별시 은평구
