개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),점포구분명
3240000,2.01132E+18,2011-09-27,          ,3,폐업,3,폐업처리,2017-03-29,          ,          ,          ,,1111.79,134-832   ,서울특별시 강동구 명일동 48번지 지하1층,"서울특별시 강동구 고덕로62길 55, 지하1층 (명일동)",     ,(주)지에스리테일 주양점,2017-03-29 15:49,I,2026-05-06 22:47,구분없음,213493.9072,450038.8473,준대규모점포
3190000,2.01232E+18,2012-04-24,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,32808545,258,156-842   ,서울특별시 동작구 상도동 530번지,서울특별시 동작구  양녕로  170 (상도동),     ,홈플러스 익스프레스 상도3점,2025-02-27 9:56,I,2026-05-03 22:37,구분없음,194941.0306,443848.079,준대규모점포
3190000,2.01432E+18,2014-09-05,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,20062156,251.33,          ,서울특별시 동작구 상도동 531번지 상가2동 지상1층 101~105호,"서울특별시 동작구 상도로 346-1 (상도동, 상도엠코타운 센트럴파크)",7039,GS더프레시 동작상도점,2025-10-07 13:57,I,2026-05-03 22:37,구분없음,195585.914,443690.5954,준대규모점포
3190000,2.01632E+18,2016-06-03,          ,2,휴업,2,휴업처리,          ,2024-08-07,2025-08-07,          ,02-3280-8899,191,          ,,"서울특별시 동작구 여의대방로 30, 에이동동 101호 (신대방동, 현대상가)",7064,롯대슈펴 신대방점,2024-08-07 11:00,I,2026-05-03 22:37,그 밖의 대규모점포,192170.1558,443599.419,준대규모점포
3190000,2.02132E+18,1995-10-20,          ,2,휴업,2,휴업처리,          ,2021-10-31,2028-04-30,          ,02-595-8000,5776.02,          ,서울특별시 동작구 사당동 136-1 태평백화점,"서울특별시 동작구 동작대로 115, 태평백화점 (사당동)",7008,태평백화점,2025-04-17 18:04,I,2026-05-03 22:37,백화점,198303.5271,442742.4229,대규모점포
3190000,2.02232E+18,2022-07-22,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-792-0653,8995.84,          ,서울특별시 동작구 노량진동 16-1 노량진 드림스퀘어 복합빌딩,"서울특별시 동작구 노들로2길 7, 노량진 드림스퀘어 복합빌딩 (노량진동)",6900,노량진 드림스퀘어,2025-12-03 9:26,I,2026-05-03 22:37,그 밖의 대규모점포,194571.1524,445790.5499,대규모점포
3190000,2.02332E+18,2023-11-01,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-2006-2364,539.78,          ,서울특별시 동작구 상도동 535 상도2차두산위브트레지움아파트,"서울특별시 동작구 상도로30길 40, 판매/근생시설동 1층 125~131호 (상도동, 상도2차두산위브트레지움아파트)",6964,GS THE FRESH 동작구청점,2025-10-07 13:57,I,2026-05-03 22:37,구분없음,194870.3844,444631.1127,준대규모점포
3190000,2.02532E+18,2025-03-31,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-2006-2364,179.4,          ,서울특별시 동작구 노량진동 119-68,"서울특별시 동작구 만양로 93, 주영빌딩 B1층 (노량진동)",6923,GS THE FRESH 노량진역점,2025-05-15 10:57,I,2026-05-03 22:37,구분없음,194984.4173,445509.9798,준대규모점포
3200000,1.97032E+18,1970-12-03,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-878-2184,,          ,서울특별시 관악구 봉천동 951번지 25호,,     ,봉일시장,2007-06-30 10:48,I,2025-12-15 16:15,그 밖의 대규모점포,194486.2705,442632.4695,
3200000,1.97132E+18,1971-12-22,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-878-2184,,          ,서울특별시 관악구 봉천동 951번지 25호,,     ,봉일시장,2007-06-30 10:48,I,2025-12-15 16:15,그 밖의 대규모점포,194486.2705,442632.4695,
3200000,1.97232E+18,1972-01-29,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-882-0492,1714,          ,서울특별시 관악구 봉천동 502번지 4호,서울특별시 관악구 양녕로 49 (봉천동),     ,봉천현대시장,2017-10-24 13:20,I,2025-12-15 16:15,시장,195206.0569,442716.3017,대규모점포
3200000,1.97532E+18,1975-12-26,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-878-8001,288,          ,서울특별시 관악구 신림동 1426번지 7호,,     ,가야쇼핑,2010-02-17 10:43,I,2025-12-15 16:15,시장,193750.8259,442753.2193,
3200000,1.99232E+18,1992-08-26,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-882-0924,4600.89,          ,서울특별시 관악구 봉천동 1000호,서울특별시 관악구 관악로40길 47 (봉천동),     ,관악현대상가,2014-09-24 8:54,I,2025-12-15 16:15,그 밖의 대규모점포,196257.8337,443341.3794,대규모점포
3200000,1.99332E+18,1993-07-01,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-885-4271,2072,          ,서울특별시 관악구 신림동 1694호,서울특별시 관악구 신림로29길 8 (신림동),     ,신림현대종합상가,2015-03-03 11:53,I,2025-12-15 16:15,시장,193957.9443,441437.7749,대규모점포
3200000,1.96932E+18,1969-10-15,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-856-4355,,          ,호,,     ,관악종합시장,2007-06-30 10:48,I,2025-12-15 16:15,그 밖의 대규모점포,                    ,                    ,
3200000,2.00432E+18,2004-09-22,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-888-0630,6516.61,          ,서울특별시 관악구 신림동 1422번지 5호,서울특별시 관악구 신림로 340 (신림동),     ,르네상스쇼핑몰(주),2016-11-17 17:15,I,2025-12-15 16:15,복합쇼핑몰,193746.8338,442510.7751,대규모점포
3200000,2.00532E+18,2005-02-15,          ,2,휴업,2,휴업처리,          ,          ,          ,          ,02-889-2003,5697,          ,서울특별시 관악구 신림동 1422번지 5호,,     ,르네상스쇼핑몰(주),2007-06-30 10:48,I,2025-12-15 16:15,쇼핑센터,193746.8338,442510.7751,
3200000,2.00532E+18,2005-11-29,          ,2,휴업,2,휴업처리,          ,          ,          ,          ,02-856-4355,1274,          ,서울특별시 관악구 신림동 1602번지 2호,,     ,관악종합시장,2007-06-30 10:48,I,2025-12-15 16:15,그 밖의 대규모점포,193580.3665,442144.6708,
3200000,2.00632E+18,2006-08-25,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-6276-8006,3608.51,          ,서울특별시 관악구 봉천동 862번지 1호,서울특별시 관악구 남부순환로 1820 (봉천동),     ,라붐아울렛,2014-09-24 8:53,I,2025-12-15 16:15,복합쇼핑몰,195703.0437,442094.0858,대규모점포
3200000,2.00932E+18,2009-02-04,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-881-8004,16025.6,151-930   ,서울특별시 관악구 서원동 1641번지 2호,서울특별시 관악구 신림로 330 (신림동),     ,타임스트림,2021-10-18 11:07,I,2025-12-15 16:15,복합쇼핑몰,193754.4274,442407.2012,대규모점포
3200000,2.01132E+18,2011-08-10,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-873-0637,1203,151-836   ,서울특별시 관악구 봉천동 1567번지 1호,서울특별시 관악구 쑥고개로 111 (봉천동),     ,GS THE FRESH 관악점,2025-08-01 18:06,I,2025-12-15 16:15,구분없음,195431.4654,441896.3029,준대규모점포
3200000,2.01132E+18,2011-09-01,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-2039-8215,529,151-818   ,서울특별시 관악구 봉천동 1629번지 2호,서울특별시 관악구 봉천로 576 (봉천동),     ,GS THE FRESH 낙성대점,2025-08-01 18:04,I,2025-12-15 16:15,구분없음,196501.1598,441640.881,준대규모점포
3200000,2.01132E+18,2011-10-19,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-872-8545,577.2,151-823   ,서울특별시 관악구 중앙동 463번지 4호 메카플러스 지하1층,서울특별시 관악구 양녕로 46 (봉천동),     ,홈플러스 익스프레스 봉천점,2024-08-06 9:40,I,2025-12-15 16:15,구분없음,195274.3433,442663.4986,준대규모점포
3200000,2.01132E+18,2011-10-26,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-3285-3651,414.86,151-826   ,서울특별시 관악구 은천동 937번지 6호 동영빌딩 1층,서울특별시 관악구 은천로 51 (봉천동),     ,(주)이마트에브리데이 봉천동점,2024-07-31 11:05,I,2025-12-15 16:15,구분없음,194770.4174,442676.8314,준대규모점포
3200000,2.01232E+18,1999-12-07,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-856-6022,3383.98,151-888   ,서울특별시 관악구 미성동 607번지 73호,서울특별시 관악구 난곡로 220 (신림동),     ,(주)천성세이브마트,2014-09-24 9:55,I,2025-12-15 16:15,그 밖의 대규모점포,192674.9407,441352.7131,대규모점포
3200000,2.01232E+18,1997-11-07,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-3289-8883,21711.05,151-718   ,서울특별시 관악구 보라매동 729호 22통 롯데백화점,서울특별시  봉천로 209,     ,롯데쇼핑(주) 관악점,2026-04-06 13:23,U,2026-04-07 3:03,백화점,193301.8858,443151.5613,대규모점포
3200000,2.01332E+18,2013-06-27,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-6948-8121,14784,151-080   ,서울특별시 관악구 남현동 산 69번지 51호,서울특별시 관악구 과천대로 909 (남현동),     ,홈플러스 서울남현점,2024-03-12 10:28,I,2025-12-15 16:15,대형마트,198374.4733,441033.513,대규모점포
3080000,2.01231E+18,2012-03-20,          ,3,폐업,3,폐업처리,2019-02-27,          ,          ,          ,,303.4,          ,,"서울특별시 강북구 삼양로19길 25, 110동 지하1층 5호,6호 (미아동, 삼성래미안트리베라1차)",     ,롯데쇼핑(주)롯데슈퍼미아점,2019-03-07 11:01,I,2026-04-30 22:35,대형마트,201760.4338,456845.3738,준대규모점포
3200000,2.01432E+18,2014-01-23,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-889-8188,4379.68,151-895   ,서울특별시 관악구 대학동 1523번지,서울특별시 관악구 신림로23길 16 (신림동),     ,일성트루엘상가,2016-02-03 10:17,I,2025-12-15 16:15,그 밖의 대규모점포,194135.7727,440917.8451,대규모점포
3200000,2.01432E+18,2022-03-25,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-877-6661,634.45,          ,서울특별시 관악구 봉천동 1717-3 관악푸르지오,"서울특별시 관악구 청림6길 3, 관악푸르지오 상가동 110,113,114호 (봉천동)",8734,GS THE FRESH 관악청림점,2025-08-01 18:02,I,2025-12-15 16:15,구분없음,196384.5443,442822.9803,준대규모점포
3200000,2.01532E+18,1977-01-08,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-853-1866,925,          ,,서울특별시 관악구 난곡로26길 4 (신림동),     ,우림시장,2015-09-16 16:45,I,2025-12-15 16:15,그 밖의 대규모점포,192893.3475,440903.8196,대규모점포
3200000,2.01832E+18,1980-08-28,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,,1294,          ,서울특별시 관악구 봉천동 1638번지 20호,서울특별시 관악구 남부순환로248길 35 (봉천동),8793,원당종합시장,2018-03-05 17:08,I,2025-12-15 16:15,그 밖의 대규모점포,196912.8336,441358.8932,대규모점포
3200000,2.02432E+18,2024-01-30,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-882-4458,162.48,          ,서울특별시 관악구 봉천동 952-1,"서울특별시 관악구 국회단지길 7, 1층 (봉천동)",8717,GS THE FRESH 관악은천점,2025-08-01 18:01,I,2025-12-15 16:15,구분없음,194553.8384,442719.4132,준대규모점포
3210000,1.98232E+18,1982-04-08,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-535-4160,56379.9,          ,서울특별시 서초구 반포동 19번지 4   호,서울특별시 서초구 신반포로 194 (반포동),     ,터미널상가,2017-04-24 20:53,I,2025-12-15 16:15,그 밖의 대규모점포,200554.744,444811.3648,대규모점포
3210000,1.99532E+18,1995-06-01,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,,3752,          ,서울특별시 서초구 잠원동 70-2 뉴코아백화점,"서울특별시 서초구 잠원로 51, 뉴코아백화점 (잠원동)",6511,(주)이랜드리테일 강남점,2026-05-06 17:40,U,2026-05-07 3:03,대형마트,200576.6086,445241.8984,대규모점포
3210000,2.00532E+18,2005-03-30,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-2155-1052,9250,          ,서울특별시 서초구 양재동 215호 하이브랜드 지하1층,"서울특별시 서초구 매헌로 16 (양재동,하이브랜드 지하1층)",     ,(주)이마트 양재점,2024-04-17 14:50,I,2025-12-15 16:15,대형마트,203204.7556,440136.7812,대규모점포
3200000,2.01532E+18,2015-07-09,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-885-4579,4096.65,151-803   ,서울특별시 관악구 봉천동 10번지 4호 외14필지,서울특별시 관악구 청림3길 10 (봉천동),     ,관악쇼핑,2016-07-20 18:06,I,2025-12-15 16:15,그 밖의 대규모점포,196347.0993,442938.7224,대규모점포
3210000,2.00532E+18,2015-09-22,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-3479-1005,64948.72,          ,서울특별시 서초구 반포동 19번지 3호,서울특별시 서초구 신반포로 176 (반포동),     ,신세계백화점 강남점,2025-10-28 14:40,I,2025-12-15 16:15,대형마트,200250.4478,444683.2205,대규모점포
3210000,2.00732E+18,2007-07-20,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,34777637,4950,          ,서울특별시 서초구 반포동 1141번지,서울특별시 서초구 신반포로 23 (반포동),     ,엘루체,2013-03-16 15:26,I,2025-12-15 16:15,그 밖의 대규모점포,198791.788,444392.6725,대규모점포
3210000,2.01332E+18,1982-11-12,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-536-6261,1256,          ,,서울특별시 서초구 서초중앙로 220 (반포동),     ,한양스토아,2013-03-16 15:56,I,2025-12-15 16:15,그 밖의 대규모점포,201100.601,444376.5329,대규모점포
3210000,2.01332E+18,1983-04-30,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-3486-4924,3080,          ,,서울특별시 서초구 방배천로16길 18 (방배동),     ,방배종합시장,2013-03-16 16:02,I,2025-12-15 16:15,그 밖의 대규모점포,198492.7972,442199.2683,대규모점포
3210000,2.01332E+18,1977-11-05,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-599-2262,9564,          ,,서울특별시 서초구 신반포로15길 29 (반포동),     ,신반포종합시장,2017-04-18 16:03,I,2025-12-15 16:15,그 밖의 대규모점포,199448.513,444800.5508,대규모점포
3210000,2.01332E+18,1982-05-31,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-593-0244,3138,          ,,서울특별시 서초구 나루터로 37 (잠원동),     ,신사쇼핑,2020-09-09 14:57,I,2025-12-15 16:15,그 밖의 대규모점포,201230.6934,445992.4593,대규모점포
3210000,2.01332E+18,1978-11-14,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-586-0025,3001,          ,,서울특별시 서초구 서초중앙로22길 25 (서초동),     ,대림서초리시온,2013-03-16 16:38,I,2025-12-15 16:15,그 밖의 대규모점포,201295.7,443474.5249,대규모점포
3210000,2.01332E+18,2005-02-25,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-597-2222,6973,          ,,서울특별시 서초구 서초중앙로 188 (서초동),     ,아크로비스타 아케이드,2013-03-16 17:04,I,2025-12-15 16:15,그 밖의 대규모점포,201107.6347,443999.0671,대규모점포
3210000,2.01332E+18,2005-02-28,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-523-0081,34765,          ,,서울특별시 서초구 매헌로 16 (양재동),     ,하이브랜드,2013-03-16 17:17,I,2025-12-15 16:15,그 밖의 대규모점포,203204.7556,440136.7812,대규모점포
3210000,2.01332E+18,2003-05-01,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-3480-4700,5546,          ,,서울특별시 서초구 강남대로 465 (서초동),     ,교보타워 지하아케이드,2013-03-16 17:35,I,2025-12-15 16:15,전문점,202058.6747,444618.1673,대규모점포
3210000,2.01332E+18,2000-12-09,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,1899-9900,9977.11,          ,,서울특별시 서초구 양재대로 159 (양재동),     ,코스트코코리아,2015-12-09 17:24,I,2025-12-15 16:15,대형마트,203123.8704,439984.8475,대규모점포
3210000,2.01332E+18,1997-10-29,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-594-8466,2803,          ,,서울특별시 서초구 신반포로3길 8 (반포동),     ,반포프라자,2013-03-18 11:04,I,2025-12-15 16:15,그 밖의 대규모점포,198776.1135,444432.3252,대규모점포
3210000,2.01532E+18,2015-02-03,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-2145-8000,12066.12,          ,"서울특별시 서초구 서초동 1498-5 마제스타시티, 힐스테이트 서리풀","서울특별시 서초구 서초대로38길 12 (서초동, 마제스타시티, 힐스테이트 서리풀)",6655,롯데쇼핑(주) 롯데마트 서초점,2026-05-06 17:42,U,2026-05-07 3:03,그 밖의 대규모점포,200440.0108,443124.6714,대규모점포
3210000,2.02532E+18,2025-04-21,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-2006-2364,297.5,          ,서울특별시 서초구 방배동 790-12,서울특별시 서초구 동광로 35 (방배동),6560,GS THE FRESH 방배중앙점,2025-05-02 9:53,I,2025-12-15 16:15,구분없음,198748.2714,443257.3135,준대규모점포
3220000,1.98432E+18,1984-03-07,          ,2,휴업,2,휴업처리,          ,          ,          ,          ,02-549-2233,,          ,서울특별시 강남구 압구정동 456호,,     ,(주)금강개발산업,2007-07-14 10:53,I,2025-12-15 16:15,그 밖의 대규모점포,202485.2265,447521.5203,
3220000,1.98432E+18,1984-02-08,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-561-4267,11740.39,          ,서울특별시 강남구 대치동 511번지 한보미도맨션,"서울특별시 강남구 삼성로 150 (대치동, 한보미도맨션)",6288,한보종합상가,2018-04-18 17:24,I,2025-12-15 16:15,그 밖의 대규모점포,205886.2868,443467.6118,대규모점포
3220000,2.00132E+18,1974-11-10,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-542-0874,3062.7,          ,서울특별시 강남구 신사동 510번지 11호,서울특별시 강남구 압구정로2길 46 (신사동),     ,강남시장,2020-11-08 15:42,I,2025-12-15 16:15,복합쇼핑몰,201757.4941,446282.4545,대규모점포
3220000,2.00132E+18,1979-01-17,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-549-1940,0,          ,서울특별시 강남구 논현동 227번지 4호,서울특별시 강남구 봉은사로33길 33 (논현동),     ,논현종합시장,2019-05-09 16:34,I,2025-12-15 16:15,그 밖의 대규모점포,203005.088,445311.31,대규모점포
3220000,2.00132E+18,1987-02-02,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-510-3114,0,          ,서울특별시 강남구 논현동 105번지 7호,"서울특별시 강남구 언주로 726 (논현동, 두산빌딩)",     ,두산아케이드,2013-12-30 13:52,I,2025-12-15 16:15,그 밖의 대규모점포,203050.7839,446316.514,대규모점포
3220000,2.00132E+18,1976-08-07,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-542-3516,2059,          ,서울특별시 강남구 압구정동 454호,서울특별시 강남구 압구정로29길 72-1 (압구정동),     ,신사상가,2015-04-15 18:56,I,2025-12-15 16:15,그 밖의 대규모점포,202440.3389,447782.5132,대규모점포
3220000,2.00132E+18,1985-07-08,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-3449-4406,10250,          ,서울특별시 강남구 압구정동 515호,"서울특별시 강남구 압구정로 407 (압구정동, 갤러리아백화점)",     ,갤러리아백화점(동관),2023-03-28 11:23,I,2025-12-15 16:15,백화점,203604.7617,447316.2228,대규모점포
3220000,2.00132E+18,1980-05-19,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-542-7121,0,          ,서울특별시 강남구 청담동 134번지 20호,서울특별시 강남구 학동로101길 26 (청담동),     ,청담삼익시장,2019-08-31 11:00,I,2025-12-15 16:15,그 밖의 대규모점포,205034.1584,446675.9324,대규모점포
3220000,2.00132E+18,1985-02-06,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-3458-9571,0,          ,서울특별시 강남구 대치동 500호,"서울특별시 강남구 남부순환로 2912 (대치동, 개포우성아파트)",     ,그랑프리,2013-12-30 13:29,I,2025-12-15 16:15,그 밖의 대규모점포,204992.4516,443183.5761,대규모점포
3220000,2.00132E+18,1979-04-16,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-554-9645,0,          ,서울특별시 강남구 대치동 626호,서울특별시 강남구 남부순환로 2917 (대치동),     ,청실종합상가,2013-12-30 13:35,I,2025-12-15 16:15,그 밖의 대규모점포,205154.6381,443439.9816,대규모점포
3220000,2.00132E+18,1984-05-25,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-566-4105,2105.31,          ,서울특별시 강남구 대치동 977번지 12  호,서울특별시 강남구 삼성로64길 41 (대치동),     ,대치종합상가,2019-08-31 12:34,I,2025-12-15 16:15,그 밖의 대규모점포,205558.1599,444312.0789,대규모점포
3220000,2.00132E+18,1994-06-15,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-451-1400,0,          ,서울특별시 강남구 개포동 12호,"서울특별시 강남구 개포로109길 5 (개포동, 대청아파트)",     ,대치1단지상가,2013-12-30 11:44,I,2025-12-15 16:15,그 밖의 대규모점포,206581.7871,443555.9912,대규모점포
3220000,2.00132E+18,1994-06-15,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-459-8720,0,          ,서울특별시 강남구 개포동 12호,"서울특별시 강남구 개포로109길 21 (개포동, 대청아파트)",     ,대치2단지상가,2013-12-30 11:00,I,2025-12-15 16:15,그 밖의 대규모점포,206581.7871,443555.9912,대규모점포
3220000,2.00132E+18,1994-06-15,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-459-9891,0,          ,서울특별시 강남구 일원동 711번지 1호,"서울특별시 강남구 양재대로55길 6 (일원동, 도시개발아파트)",     ,수서1-2단지상가,2013-12-30 10:53,I,2025-12-15 16:15,그 밖의 대규모점포,207748.4871,443240.945,대규모점포
3220000,2.00132E+18,1985-11-30,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-3449-5722,37604.54,135-724   ,서울특별시 강남구 압구정동 429번지,"서울특별시 강남구 압구정로 165 (압구정동, 현대백화점본점)",     ,(주)현대백화점 본점,2024-03-06 11:13,I,2025-12-15 16:15,백화점,202358.5057,447232.9557,대규모점포
3220000,2.00932E+18,2009-09-30,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-545-1579,3273.17,135-820   ,서울특별시 강남구 논현2동 108번지,서울특별시 강남구 학동로43길 38 (논현동),     ,논현웰스톤상가,2013-12-27 13:45,I,2025-12-15 16:15,그 밖의 대규모점포,203292.307,446247.5115,대규모점포
3160000,2.02232E+18,2022-03-18,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-528-0450,40883.22,          ,서울특별시 구로구 고척동 100-7,,     ,고척아이파크쇼핑센터,2023-10-12 17:09,I,2026-05-01 22:42,쇼핑센터,187477.5794,444045.2949,대규모점포
3210000,2.01332E+18,1976-12-11,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-599-1380,6446.23,          ,,서울특별시 서초구 방배로33길 29 (방배동),     ,이수시장,2014-03-11 10:14,I,2025-12-15 16:15,그 밖의 대규모점포,198984.3648,443229.8359,대규모점포
3220000,2.00132E+18,1988-10-10,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-552-2233,46111.46,          ,서울특별시 강남구 삼성동 159번지 7호,"서울특별시 강남구 테헤란로 517 (삼성동, 무역센터현대백화점)",     ,현대백화점 무역센터점,2024-04-15 15:43,I,2025-12-15 16:15,백화점,205210.3588,445154.4223,대규모점포
3220000,2.00132E+18,1985-03-18,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-3449-4305,15358,          ,서울특별시 강남구 압구정동 494호,"서울특별시 강남구 압구정로 343 (압구정동, 갤러리아백화점)",     ,갤러리아백화점(서관),2023-03-28 11:22,I,2025-12-15 16:15,백화점,203470.8484,447369.5799,대규모점포
3220000,2.00132E+18,2000-06-16,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-531-2015,26532,          ,서울특별시 강남구 대치동 937호,서울특별시 강남구 도곡로 401 (대치동),     ,롯데백화점(강남점),2026-04-09 15:46,U,2026-04-10 3:03,백화점,204669.5434,443873.6212,대규모점포
3220000,2.00132E+18,1988-10-19,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-559-7044,7940,135-732   ,서울특별시 강남구 삼성1동 159번지 8호 그랜드인터콘티넨탈호텔(지하1층),서울특별시 강남구 테헤란로 521 (삼성동),     ,파르나스몰(PARNAS MALL),2022-01-17 18:12,I,2025-12-15 16:15,쇼핑센터,205314.1599,445204.7093,대규모점포
3220000,2.00132E+18,2000-05-01,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-559-7049,5683.94,          ,서울특별시 강남구 삼성동 159호,서울특별시 강남구 봉은사로 524 (삼성동),     ,웨스틴 서울 파르나스 아케이드,2025-08-11 16:11,I,2025-12-15 16:15,쇼핑센터,205130.5917,445590.0968,대규모점포
3220000,2.00132E+18,2000-05-03,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-6002-5309,80038,135-731   ,서울특별시 강남구 삼성동 159번지 1호 외,서울특별시 강남구 영동대로 513 (삼성동),     ,코엑스 몰,2024-04-03 9:54,I,2025-12-15 16:15,복합쇼핑몰,205340.6311,445354.5711,대규모점포
3220000,2.00132E+18,1999-07-14,          ,2,휴업,2,휴업처리,          ,          ,          ,          ,02-569-6396,5174,          ,서울특별시 강남구 역삼동 755호 한솔필리아지층,,     ,(주)신세계마트 이마트 역삼점,2007-07-14 10:53,I,2025-12-15 16:15,대형마트,204213.6432,444113.0282,
3220000,2.00332E+18,2003-01-28,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-3416-5828,1255,135-510   ,서울특별시 강남구 압구정1동 456번지,서울특별시 압구정로 201 (구현대아파트),     ,금강상가,2023-12-12 9:38,I,2025-12-15 16:15,그 밖의 대규모점포,202485.2265,447521.5203,대규모점포
3220000,2.00332E+18,2003-01-28,          ,2,휴업,2,휴업처리,          ,          ,          ,          ,02-556-0604,,          ,"서울특별시 강남구 대치동 623,624호",,     ,남서울종합상가,2013-12-30 13:55,I,2025-12-15 16:15,그 밖의 대규모점포,                    ,                    ,
3220000,2.005E+18,1988-05-13,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-556-0604,3014.31,135-280   ,서울특별시 강남구 대치동 623번지,서울특별시 강남구 남부순환로 2921 (대치동),     ,남서울종합시장,2021-08-27 9:39,I,2025-12-15 16:15,그 밖의 대규모점포,205209.7471,443490.8173,대규모점포
3220000,2.00632E+18,2006-10-24,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-6908-1051,5174,135-080   ,서울특별시 강남구 역삼동 755번지,서울특별시 강남구 역삼로 310 (역삼동),     ,(주)이마트 역삼점,2024-04-17 14:56,I,2025-12-15 16:15,대형마트,204213.6432,444113.0282,대규모점포
3220000,2.01032E+18,2005-08-29,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,,12645.92,135-856   ,"서울특별시 강남구 도곡2동 467번지 7호 아카데미스위트 에이동B101,B102,B201","서울특별시 강남구 남부순환로 2804 (도곡동, 아카데미스위트)",     ,아카데미프라자,2013-12-27 13:43,I,2025-12-15 16:15,그 밖의 대규모점포,204538.1449,442942.8535,대규모점포
